person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,person_age,person_income,loan_amnt,cb_person_cred_hist_length,loan_status
male,High School,2,MORTGAGE,MEDICAL,10.99,0.18,537,Yes,22,68402,12000,2,0
female,High School,0,RENT,DEBTCONSOLIDATION,6.91,0.29,510,No,23,25722,7500,4,1
male,High School,2,OWN,MEDICAL,10.62,0.22,536,Yes,23,68109,15000,3,0
male,Bachelor,0,RENT,PERSONAL,7.14,0.28,609,No,23,26467,7500,3,1
male,Associate,0,RENT,MEDICAL,11.34,0.28,551,No,25,26816,7500,2,1
female,High School,0,RENT,MEDICAL,9.76,0.26,588,No,22,28354,7500,4,1
male,High School,4,RENT,EDUCATION,13.24,0.26,700,No,24,28862,7500,2,1
male,Associate,1,RENT,EDUCATION,12.98,0.24,533,No,25,30933,7500,3,0
male,Bachelor,3,MORTGAGE,HOMEIMPROVEMENT,11.14,0.12,634,Yes,26,67882,8000,4,0
female,Master,0,RENT,PERSONAL,7.51,0.24,688,No,22,30847,7500,4,0
female,High School,1,MORTGAGE,VENTURE,8.94,0.19,483,Yes,24,68204,13000,3,0
male,Master,0,RENT,MEDICAL,14.96,0.24,510,No,22,31489,7500,3,1
male,Associate,0,RENT,PERSONAL,12.18,0.23,612,Yes,26,32150,7500,2,0
female,High School,0,MORTGAGE,MEDICAL,8.59,0.15,580,Yes,23,68131,10000,3,0
male,Associate,0,MORTGAGE,PERSONAL,18.43,0.2,669,No,23,68032,13750,2,0
female,Associate,2,RENT,VENTURE,12.73,0.23,647,No,23,32740,7500,4,0
male,Master,0,RENT,EDUCATION,6.76,0.22,472,Yes,21,34420,7500,4,0
female,Associate,0,RENT,EDUCATION,15.33,0.22,604,No,25,34756,7500,3,1
male,Associate,0,RENT,VENTURE,9.99,0.2,614,No,21,37155,7500,4,0
male,Bachelor,4,RENT,DEBTCONSOLIDATION,11.01,0.2,688,No,23,37020,7500,4,0
female,Bachelor,5,RENT,EDUCATION,5.79,0.2,554,Yes,24,37088,7500,2,0
female,High School,0,MORTGAGE,PERSONAL,11.83,0.07,618,Yes,23,68185,4500,4,0
male,Bachelor,4,MORTGAGE,MEDICAL,11.89,0.18,665,Yes,26,68398,12000,3,0
female,Bachelor,0,RENT,EDUCATION,11.83,0.2,666,No,21,37028,7500,4,0
female,High School,0,RENT,PERSONAL,14.75,0.2,609,No,26,36877,7500,3,1
female,Master,2,RENT,PERSONAL,13.24,0.2,569,No,23,37025,7500,3,1
male,Bachelor,1,MORTGAGE,MEDICAL,13.79,0.11,523,Yes,23,68017,7500,3,0
female,High School,0,RENT,MEDICAL,10.75,0.2,621,No,21,36804,7500,4,0
male,Master,1,RENT,PERSONAL,9.91,0.2,656,Yes,22,38259,7500,4,0
male,High School,0,RENT,EDUCATION,13.11,0.19,585,No,22,39330,7500,2,0
female,Master,4,RENT,MEDICAL,13.79,0.19,695,No,26,38989,7500,3,0
female,High School,0,RENT,EDUCATION,11.01,0.19,578,Yes,22,40367,7500,4,0
male,Bachelor,2,RENT,DEBTCONSOLIDATION,7.9,0.18,604,No,26,41611,7500,3,1
female,Master,0,MORTGAGE,EDUCATION,13.61,0.15,670,Yes,23,68327,10000,4,0
male,Bachelor,0,MORTGAGE,MEDICAL,11.86,0.09,591,Yes,22,68219,6000,3,0
female,Associate,1,MORTGAGE,MEDICAL,7.88,0.09,632,Yes,22,67734,6000,4,0
female,Associate,0,OWN,EDUCATION,13.98,0.18,579,No,22,67823,12000,3,0
male,Master,1,MORTGAGE,DEBTCONSOLIDATION,7.51,0.03,632,Yes,22,68078,2000,4,0
female,Associate,0,RENT,HOMEIMPROVEMENT,15.05,0.18,617,No,22,42433,7500,2,1
female,Bachelor,3,MORTGAGE,EDUCATION,13.57,0.29,669,No,26,68324,20000,4,0
male,Bachelor,6,MORTGAGE,EDUCATION,8.59,0.19,635,Yes,26,68135,13000,3,0
female,Master,4,OWN,MEDICAL,9.32,0.15,721,No,26,68648,10000,3,0
male,High School,0,RENT,PERSONAL,12.61,0.18,659,Yes,23,42828,7500,4,0
male,Associate,0,RENT,DEBTCONSOLIDATION,10.99,0.17,599,Yes,25,43221,7500,2,0
male,Bachelor,0,RENT,MEDICAL,11.01,0.21,619,No,21,35675,7500,2,1
female,High School,5,MORTGAGE,EDUCATION,15.62,0.1,674,No,24,61403,6000,2,1
male,Master,1,MORTGAGE,PERSONAL,10.59,0.04,511,Yes,23,68310,3050,2,0
male,Master,0,RENT,DEBTCONSOLIDATION,13.49,0.17,605,No,25,44481,7500,4,0
female,Associate,5,RENT,VENTURE,10.59,0.17,595,Yes,26,44470,7500,3,0
male,Associate,6,RENT,PERSONAL,12.18,0.2,650,No,26,37199,7500,3,1
female,High School,0,MORTGAGE,EDUCATION,12.99,0.09,540,Yes,22,68628,6000,2,0
female,High School,4,RENT,EDUCATION,14.84,0.17,596,No,22,45203,7500,3,0
male,High School,1,MORTGAGE,DEBTCONSOLIDATION,16.89,0.2,640,No,25,61418,12000,4,1
female,Associate,0,MORTGAGE,EDUCATION,15.62,0.25,589,Yes,22,68496,17300,4,0
female,High School,0,OWN,VENTURE,6.54,0.07,546,Yes,21,68845,5000,2,0
female,High School,2,MORTGAGE,EDUCATION,11.49,0.06,623,Yes,23,68330,4000,4,0
male,Bachelor,2,RENT,PERSONAL,8.32,0.16,663,No,25,46139,7500,4,0
male,High School,1,RENT,PERSONAL,5.79,0.16,639,No,22,46437,7500,4,0
male,High School,2,RENT,MEDICAL,7.88,0.16,652,No,23,46550,7500,4,0
male,High School,7,RENT,MEDICAL,17.58,0.16,602,Yes,26,46952,7500,2,0
female,Master,2,RENT,VENTURE,14.27,0.19,669,No,22,40146,7500,2,1
female,Associate,1,MORTGAGE,MEDICAL,11.01,0.14,615,No,23,68851,9800,2,0
female,Associate,0,RENT,PERSONAL,11.01,0.15,665,Yes,23,49336,7500,2,0
male,Associate,3,RENT,PERSONAL,11.86,0.15,650,No,22,49224,7500,3,0
female,Master,0,RENT,VENTURE,12.69,0.15,703,No,23,49043,7500,2,0
male,Bachelor,1,MORTGAGE,EDUCATION,7.88,0.23,628,Yes,21,68830,16000,3,0
male,High School,2,MORTGAGE,HOMEIMPROVEMENT,11.11,0.29,622,Yes,24,68788,20000,2,0
female,Bachelor,3,OWN,MEDICAL,10.38,0.17,603,Yes,23,68742,12000,2,0
female,Bachelor,3,RENT,PERSONAL,5.79,0.15,659,Yes,24,48896,7500,4,0
female,High School,0,MORTGAGE,MEDICAL,10.65,0.09,608,Yes,22,68975,6500,2,0
female,Master,3,MORTGAGE,VENTURE,13.61,0.29,675,Yes,25,68957,20000,2,0
male,High School,3,MORTGAGE,EDUCATION,5.42,0.17,556,No,23,68765,12000,2,0
female,Bachelor,2,MORTGAGE,DEBTCONSOLIDATION,9.63,0.09,703,No,26,68954,6000,4,0
female,Master,2,RENT,DEBTCONSOLIDATION,11.36,0.15,540,Yes,24,49242,7500,4,0
male,High School,3,MORTGAGE,DEBTCONSOLIDATION,11.01,0.04,645,No,26,68949,2500,3,0
male,Bachelor,0,RENT,MEDICAL,12.53,0.18,630,No,22,42029,7500,4,1
female,Bachelor,6,MORTGAGE,PERSONAL,7.51,0.36,705,Yes,25,69355,25000,3,0
female,Associate,0,MORTGAGE,MEDICAL,11.01,0.16,659,Yes,23,69478,11200,3,0
female,Associate,1,MORTGAGE,DEBTCONSOLIDATION,7.14,0.17,635,Yes,22,69279,12000,4,0
male,High School,0,OWN,VENTURE,9.63,0.14,568,Yes,23,69575,9575,4,0
male,Associate,0,RENT,VENTURE,9.63,0.15,635,No,22,50218,7500,2,0
male,High School,5,RENT,DEBTCONSOLIDATION,10.25,0.15,595,No,26,51447,7500,4,0
female,Bachelor,2,OWN,PERSONAL,10.65,0.12,632,No,21,69543,8000,3,0
female,Bachelor,0,MORTGAGE,EDUCATION,7.9,0.19,656,Yes,22,69348,12875,2,0
male,Associate,1,MORTGAGE,MEDICAL,12.69,0.03,608,Yes,24,69484,2400,4,0
female,Master,4,RENT,PERSONAL,10.33,0.15,686,Yes,23,51214,7500,4,0
male,Bachelor,0,RENT,PERSONAL,12.61,0.17,656,No,23,44325,7500,2,1
female,Bachelor,0,MORTGAGE,PERSONAL,9.91,0.16,692,Yes,22,69403,11425,4,0
male,Associate,0,RENT,EDUCATION,7.9,0.14,635,Yes,22,52202,7500,2,0
male,High School,0,RENT,HOMEIMPROVEMENT,14.84,0.16,658,No,21,45480,7500,2,1
male,Bachelor,5,MORTGAGE,PERSONAL,8.9,0.19,709,No,25,69240,13000,2,0
male,Associate,0,RENT,PERSONAL,8.32,0.14,551,Yes,22,53893,7500,3,0
male,High School,0,MORTGAGE,VENTURE,11.01,0.1,555,Yes,22,69547,7200,2,0
male,High School,4,MORTGAGE,DEBTCONSOLIDATION,16.77,0.09,670,No,25,62177,5500,2,1
male,Bachelor,0,MORTGAGE,MEDICAL,13.49,0.09,578,Yes,22,68992,5950,3,0
female,Associate,3,RENT,MEDICAL,15.62,0.16,543,No,25,48066,7500,2,1
male,Master,8,MORTGAGE,MEDICAL,12.99,0.13,701,No,26,69460,9000,4,0
female,Bachelor,3,MORTGAGE,VENTURE,5.42,0.2,657,Yes,26,69666,14000,4,0
male,High School,2,MORTGAGE,VENTURE,11.01,0.21,559,Yes,21,69344,14400,2,0
male,Bachelor,3,MORTGAGE,HOMEIMPROVEMENT,9.99,0.28,665,Yes,24,69325,19725,2,0
female,Bachelor,0,RENT,EDUCATION,15.37,0.14,624,No,23,54846,7500,4,0
male,High School,2,RENT,VENTURE,11.01,0.16,569,No,22,48144,7500,4,1
female,High School,2,MORTGAGE,EDUCATION,5.99,0.09,548,Yes,24,69377,6000,3,0
female,Master,4,MORTGAGE,EDUCATION,13.49,0.17,700,Yes,26,69350,12000,2,0
female,Bachelor,0,MORTGAGE,VENTURE,5.99,0.05,584,Yes,22,69486,3200,4,0
male,Associate,4,RENT,MEDICAL,11.14,0.14,611,Yes,26,55371,7500,3,0
male,High School,0,RENT,EDUCATION,11.01,0.14,589,Yes,22,55432,7500,4,0
female,Bachelor,0,MORTGAGE,VENTURE,11.99,0.29,700,Yes,23,69620,20000,2,0
male,Associate,3,RENT,DEBTCONSOLIDATION,9.99,0.13,543,Yes,26,57225,7500,3,0
female,Bachelor,0,RENT,DEBTCONSOLIDATION,10.99,0.13,575,Yes,21,57924,7500,2,0
female,Master,4,MORTGAGE,PERSONAL,5.99,0.13,671,No,23,69454,9250,4,0
female,Associate,1,OWN,MEDICAL,10.59,0.17,567,No,25,69704,12000,3,0
male,Bachelor,2,RENT,MEDICAL,5.79,0.13,674,Yes,23,58421,7500,4,0
female,Bachelor,0,RENT,DEBTCONSOLIDATION,17.04,0.15,678,No,22,51430,7500,2,1
male,High School,6,RENT,DEBTCONSOLIDATION,12.53,0.13,573,Yes,25,58450,7500,3,0
male,High School,2,MORTGAGE,MEDICAL,12.68,0.06,504,Yes,23,69112,4200,4,0
male,Bachelor,3,MORTGAGE,EDUCATION,5.42,0.12,680,No,24,69439,8000,3,0
male,Associate,1,MORTGAGE,VENTURE,14.91,0.2,630,No,24,69161,14000,4,0
female,High School,0,MORTGAGE,VENTURE,11.11,0.26,519,Yes,23,68971,18000,2,0
female,Master,5,RENT,EDUCATION,11.01,0.13,663,Yes,25,58998,7500,4,0
female,High School,0,MORTGAGE,PERSONAL,11.01,0.1,599,Yes,23,69666,7000,2,0
male,Associate,0,RENT,PERSONAL,6.62,0.13,585,Yes,22,59643,7500,3,0
male,Bachelor,6,MORTGAGE,HOMEIMPROVEMENT,14.46,0.16,667,Yes,25,69588,11200,4,0
male,Master,3,RENT,VENTURE,14.96,0.14,606,No,22,52351,7500,3,1
female,Master,0,RENT,MEDICAL,7.9,0.14,600,No,21,53857,7500,3,1
female,Bachelor,0,RENT,PERSONAL,10.99,0.12,655,Yes,25,61052,7500,2,0
female,Associate,0,MORTGAGE,EDUCATION,14.09,0.25,689,Yes,23,69565,17500,3,0
female,Associate,2,RENT,HOMEIMPROVEMENT,16.4,0.14,627,No,26,53824,7500,3,1
male,Bachelor,0,RENT,MEDICAL,8.94,0.12,573,Yes,22,60763,7500,3,0
female,High School,3,RENT,MEDICAL,13.92,0.14,599,No,25,53658,7500,3,1
male,Bachelor,3,RENT,VENTURE,16.0,0.14,645,No,23,53620,7500,4,1
male,Master,0,MORTGAGE,HOMEIMPROVEMENT,11.86,0.19,668,No,22,62374,12000,3,1
male,High School,1,RENT,HOMEIMPROVEMENT,10.01,0.12,623,No,24,60736,7500,3,0
female,Associate,1,MORTGAGE,EDUCATION,7.14,0.1,647,No,22,69352,7000,3,0
female,Bachelor,1,OWN,PERSONAL,13.23,0.17,659,Yes,25,69338,12000,3,0
male,Bachelor,0,RENT,PERSONAL,8.32,0.12,667,Yes,22,60870,7500,4,0
male,Bachelor,3,MORTGAGE,MEDICAL,15.21,0.11,700,No,26,62590,7000,4,1
male,High School,0,MORTGAGE,PERSONAL,11.86,0.11,677,No,22,69518,7500,3,0
female,Bachelor,1,RENT,DEBTCONSOLIDATION,8.49,0.14,629,No,22,54578,7500,4,1
female,High School,0,MORTGAGE,PERSONAL,10.25,0.11,631,Yes,22,69208,7500,2,0
male,Bachelor,0,RENT,DEBTCONSOLIDATION,13.22,0.12,663,Yes,22,61545,7500,3,0
female,Associate,5,MORTGAGE,MEDICAL,15.33,0.21,597,No,26,62230,13000,3,1
male,Associate,0,RENT,PERSONAL,5.99,0.12,682,Yes,22,62262,7500,2,0
female,Associate,0,MORTGAGE,EDUCATION,12.53,0.16,597,Yes,22,69519,11400,3,0
female,Associate,0,RENT,EDUCATION,11.01,0.12,589,Yes,22,62377,7500,4,0
male,Master,3,RENT,VENTURE,10.38,0.12,690,No,23,63662,7500,2,0
male,High School,3,RENT,EDUCATION,10.39,0.12,639,Yes,25,64975,7500,4,0
male,Bachelor,3,RENT,EDUCATION,6.03,0.11,663,Yes,24,66779,7500,3,0
female,Bachelor,1,MORTGAGE,DEBTCONSOLIDATION,11.01,0.19,624,No,24,61977,12000,3,1
male,Associate,0,RENT,DEBTCONSOLIDATION,6.03,0.11,574,Yes,22,66744,7500,2,0
male,High School,1,MORTGAGE,VENTURE,11.58,0.04,616,No,26,69420,2500,3,0
male,Bachelor,3,OWN,EDUCATION,8.0,0.13,700,No,24,69251,9000,4,0
male,Bachelor,0,RENT,EDUCATION,7.88,0.11,691,Yes,21,67144,7500,2,0
male,Master,2,MORTGAGE,VENTURE,8.0,0.08,680,No,24,69454,5500,3,0
male,Master,0,OWN,EDUCATION,10.51,0.06,699,Yes,23,69409,4200,3,0
male,Bachelor,4,RENT,HOMEIMPROVEMENT,12.53,0.11,590,No,24,66430,7500,2,0
female,Associate,2,OWN,MEDICAL,8.63,0.01,619,No,25,69364,900,4,0
female,Master,1,MORTGAGE,EDUCATION,9.01,0.36,581,Yes,22,69508,25000,2,0
female,Associate,3,MORTGAGE,VENTURE,10.59,0.1,644,Yes,25,69811,7250,4,0
female,Associate,2,MORTGAGE,DEBTCONSOLIDATION,6.17,0.09,610,Yes,26,69455,6000,2,0
male,High School,2,RENT,EDUCATION,11.97,0.11,684,Yes,23,69181,7500,4,0
male,High School,0,RENT,MEDICAL,13.85,0.11,583,Yes,23,69927,7500,3,0
male,Master,3,OWN,VENTURE,15.23,0.02,675,Yes,26,69592,1600,4,0
male,Associate,0,RENT,HOMEIMPROVEMENT,11.01,0.12,664,No,22,63872,7500,4,1
female,Master,1,MORTGAGE,MEDICAL,10.99,0.36,659,Yes,25,69514,25000,4,0
male,Associate,2,MORTGAGE,VENTURE,6.62,0.25,588,Yes,23,69804,17450,3,0
male,Associate,0,MORTGAGE,MEDICAL,7.49,0.11,622,No,21,69942,8000,3,0
female,Bachelor,0,RENT,EDUCATION,6.54,0.1,672,Yes,23,71934,7500,2,0
male,Associate,3,RENT,MEDICAL,12.92,0.12,610,No,25,64591,7500,4,1
female,High School,0,MORTGAGE,DEBTCONSOLIDATION,6.03,0.11,626,Yes,21,69826,8000,2,0
female,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,7.51,0.11,569,Yes,22,69730,7500,3,0
male,Associate,0,MORTGAGE,EDUCATION,7.49,0.03,591,Yes,25,69543,2400,2,0
female,Bachelor,3,MORTGAGE,EDUCATION,7.51,0.1,631,Yes,22,69709,7000,2,0
female,High School,2,RENT,MEDICAL,14.27,0.1,564,Yes,25,72769,7500,2,0
female,High School,0,MORTGAGE,EDUCATION,15.58,0.13,572,Yes,22,69883,9000,3,0
male,Associate,0,RENT,MEDICAL,9.99,0.1,604,Yes,22,73335,7500,3,0
male,Bachelor,4,RENT,PERSONAL,7.66,0.1,521,Yes,23,72973,7500,2,0
female,Associate,4,MORTGAGE,DEBTCONSOLIDATION,6.99,0.12,638,Yes,25,69867,8475,2,0
female,Bachelor,0,MORTGAGE,EDUCATION,7.75,0.15,535,Yes,22,70049,10500,3,0
male,Bachelor,0,MORTGAGE,PERSONAL,6.76,0.06,631,No,24,69858,4000,3,0
male,Bachelor,0,RENT,PERSONAL,6.17,0.1,666,No,22,72912,7500,3,0
male,Bachelor,1,RENT,VENTURE,11.01,0.1,635,Yes,22,73120,7500,4,0
male,Bachelor,0,MORTGAGE,EDUCATION,9.91,0.2,639,Yes,23,69575,14075,2,0
female,Master,1,RENT,VENTURE,9.07,0.1,621,Yes,23,72944,7500,2,0
male,Bachelor,0,MORTGAGE,VENTURE,7.9,0.06,658,Yes,21,70028,4000,3,0
female,Associate,0,RENT,EDUCATION,11.34,0.1,574,Yes,22,72774,7500,4,0
female,High School,0,RENT,EDUCATION,10.39,0.1,508,Yes,21,73858,7500,2,0
female,High School,2,RENT,DEBTCONSOLIDATION,9.83,0.1,584,Yes,26,78020,7500,3,0
female,Bachelor,3,MORTGAGE,MEDICAL,11.01,0.18,683,No,25,70001,12275,3,0
male,Associate,3,MORTGAGE,DEBTCONSOLIDATION,6.76,0.11,606,Yes,26,70140,7750,3,0
male,Bachelor,3,OTHER,MEDICAL,16.07,0.21,642,No,25,62820,13000,2,1
female,High School,5,RENT,EDUCATION,6.62,0.09,658,Yes,26,80213,7500,2,0
male,Bachelor,2,RENT,MEDICAL,12.18,0.09,641,Yes,25,81561,7500,4,0
male,High School,1,MORTGAGE,DEBTCONSOLIDATION,6.54,0.13,623,Yes,23,69984,9000,3,0
female,High School,0,MORTGAGE,PERSONAL,8.59,0.14,642,No,23,69814,10000,2,0
male,Master,1,MORTGAGE,DEBTCONSOLIDATION,5.42,0.05,650,No,26,69762,3500,4,0
male,High School,0,MORTGAGE,MEDICAL,11.48,0.3,642,Yes,22,69934,21000,3,0
male,High School,0,RENT,VENTURE,9.76,0.09,697,Yes,22,81927,7500,2,0
male,Bachelor,0,RENT,PERSONAL,11.99,0.09,690,No,24,82669,7500,2,0
male,High School,1,RENT,EDUCATION,11.49,0.09,596,Yes,23,82652,7500,3,0
female,Bachelor,6,MORTGAGE,HOMEIMPROVEMENT,6.62,0.15,560,Yes,24,70120,10500,3,0
male,Bachelor,5,MORTGAGE,MEDICAL,12.42,0.03,660,Yes,26,70412,1800,3,0
male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,6.03,0.14,645,No,23,70072,10000,4,0
male,High School,0,OWN,VENTURE,7.49,0.09,650,Yes,22,70223,6500,3,0
male,Bachelor,1,OWN,EDUCATION,5.99,0.02,658,Yes,22,69954,1500,3,0
male,High School,0,MORTGAGE,PERSONAL,10.99,0.08,625,No,23,63184,4800,3,1
female,High School,1,MORTGAGE,HOMEIMPROVEMENT,5.42,0.05,662,No,24,70014,3300,4,0
male,Associate,1,RENT,HOMEIMPROVEMENT,11.97,0.1,579,No,23,76221,7500,4,1
male,Master,0,MORTGAGE,VENTURE,10.74,0.09,576,Yes,22,70409,6000,3,0
female,Master,0,MORTGAGE,VENTURE,11.01,0.09,573,Yes,24,70387,6500,2,0
female,Bachelor,6,RENT,VENTURE,7.49,0.09,671,Yes,24,85221,7500,2,0
male,High School,0,RENT,HOMEIMPROVEMENT,13.55,0.1,641,No,23,77774,7500,3,1
male,Master,3,MORTGAGE,PERSONAL,10.0,0.09,661,Yes,22,70441,6000,2,0
male,Master,1,MORTGAGE,DEBTCONSOLIDATION,11.01,0.06,640,Yes,22,70317,4000,2,0
male,Master,1,MORTGAGE,DEBTCONSOLIDATION,5.42,0.06,564,Yes,23,70089,4000,2,0
female,High School,1,MORTGAGE,PERSONAL,5.79,0.07,648,No,23,69887,5000,3,0
male,High School,0,RENT,EDUCATION,13.22,0.09,516,No,21,87829,7500,3,0
female,Associate,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.06,616,No,23,70216,4000,3,0
female,High School,0,RENT,EDUCATION,11.41,0.09,646,No,22,87472,7500,3,0
female,Associate,0,RENT,EDUCATION,13.48,0.08,522,Yes,23,91332,7500,3,0
male,Bachelor,1,RENT,EDUCATION,11.83,0.08,663,Yes,23,90783,7500,2,0
male,Associate,2,MORTGAGE,PERSONAL,7.88,0.1,673,No,25,69946,7000,3,0
female,Bachelor,1,MORTGAGE,EDUCATION,13.11,0.14,593,No,23,70228,10000,3,0
female,Bachelor,4,RENT,MEDICAL,15.37,0.11,672,No,25,71389,7500,4,1
male,Master,3,RENT,DEBTCONSOLIDATION,10.71,0.08,662,Yes,24,96728,7500,4,0
male,Bachelor,0,MORTGAGE,VENTURE,11.01,0.01,630,Yes,23,69849,1000,2,0
male,High School,0,MORTGAGE,EDUCATION,6.62,0.14,675,Yes,23,70399,10000,4,0
male,Associate,2,RENT,DEBTCONSOLIDATION,12.61,0.08,615,No,25,90174,7500,4,1
female,Master,0,MORTGAGE,PERSONAL,10.65,0.05,691,Yes,23,70380,3500,4,0
female,Bachelor,0,MORTGAGE,VENTURE,9.91,0.19,628,Yes,21,70454,13500,2,0
male,Associate,5,MORTGAGE,HOMEIMPROVEMENT,11.01,0.13,647,No,25,69945,9000,3,0
female,Bachelor,0,RENT,HOMEIMPROVEMENT,13.24,0.08,592,No,22,92689,7500,4,1
male,High School,4,MORTGAGE,EDUCATION,7.14,0.1,639,No,23,69979,7000,4,0
male,High School,0,MORTGAGE,PERSONAL,10.37,0.04,648,Yes,23,70556,2500,2,0
male,Bachelor,2,RENT,DEBTCONSOLIDATION,10.33,0.07,662,Yes,23,105323,7500,2,0
male,Bachelor,3,RENT,VENTURE,15.58,0.07,625,Yes,23,108704,7500,3,0
female,High School,0,RENT,MEDICAL,14.96,0.09,634,No,22,80948,7500,2,1
male,High School,1,RENT,EDUCATION,11.03,0.07,614,Yes,23,109370,7500,4,0
male,Associate,1,MORTGAGE,EDUCATION,10.99,0.06,635,Yes,23,70530,4000,2,0
male,High School,0,MORTGAGE,EDUCATION,11.41,0.28,627,Yes,22,70326,20000,3,0
female,High School,0,MORTGAGE,EDUCATION,8.49,0.07,644,Yes,22,70712,4850,2,0
male,Bachelor,0,RENT,VENTURE,16.89,0.08,693,No,24,96374,7500,4,1
female,Bachelor,0,MORTGAGE,VENTURE,6.91,0.3,589,Yes,22,70683,21250,4,0
female,High School,3,RENT,MEDICAL,11.49,0.06,519,Yes,24,121303,7500,4,0
male,Bachelor,0,MORTGAGE,EDUCATION,7.51,0.12,639,Yes,23,70726,8800,2,0
male,High School,0,RENT,DEBTCONSOLIDATION,11.28,0.05,623,No,23,139216,7500,4,0
male,Bachelor,5,RENT,HOMEIMPROVEMENT,11.59,0.05,651,Yes,26,140836,7500,3,0
male,Bachelor,0,RENT,EDUCATION,11.01,0.05,702,Yes,23,141078,7500,4,0
male,Bachelor,1,MORTGAGE,VENTURE,12.53,0.04,630,Yes,22,70329,2500,3,0
female,Bachelor,5,RENT,DEBTCONSOLIDATION,16.77,0.06,693,No,26,130548,7500,3,1
female,High School,3,MORTGAGE,HOMEIMPROVEMENT,11.89,0.03,654,No,24,70952,2400,4,0
female,High School,2,RENT,HOMEIMPROVEMENT,12.69,0.05,653,No,25,150899,7500,4,0
male,Associate,4,MORTGAGE,MEDICAL,15.68,0.1,673,No,26,63092,6500,4,1
male,High School,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.1,638,No,23,70786,7200,2,0
male,Master,4,RENT,EDUCATION,8.0,0.03,625,Yes,26,277052,7500,2,0
male,Doctorate,5,MORTGAGE,MEDICAL,11.71,0.44,693,Yes,26,70434,31300,3,0
female,Master,2,RENT,EDUCATION,11.49,0.12,630,Yes,26,60873,7525,2,0
male,Master,0,RENT,VENTURE,14.79,0.3,623,No,24,25319,7550,4,1
male,Bachelor,1,MORTGAGE,DEBTCONSOLIDATION,11.71,0.1,584,Yes,25,70747,7200,3,0
male,Associate,0,MORTGAGE,DEBTCONSOLIDATION,7.9,0.22,632,Yes,24,70788,15700,3,0
male,Associate,0,MORTGAGE,EDUCATION,16.77,0.16,631,No,24,70333,11000,4,0
female,Bachelor,0,RENT,VENTURE,7.51,0.09,706,Yes,22,84856,7550,2,0
male,Associate,5,RENT,MEDICAL,9.99,0.11,685,No,26,69425,7550,3,1
female,Associate,3,MORTGAGE,PERSONAL,11.01,0.21,641,No,24,70355,15000,4,0
male,Bachelor,1,RENT,HOMEIMPROVEMENT,6.99,0.12,642,No,25,65561,7575,4,0
female,Associate,3,OWN,MEDICAL,11.99,0.28,612,Yes,22,70366,20000,4,0
female,Master,6,MORTGAGE,VENTURE,11.99,0.16,631,Yes,26,70686,11600,3,0
female,Master,2,MORTGAGE,DEBTCONSOLIDATION,15.62,0.23,583,No,22,63645,14825,3,1
male,High School,6,RENT,MEDICAL,11.12,0.15,580,Yes,25,50828,7600,3,0
male,High School,4,RENT,MEDICAL,12.84,0.16,577,No,25,47700,7600,3,1
male,Associate,0,RENT,EDUCATION,15.62,0.13,620,No,22,60043,7600,4,1
female,Bachelor,2,RENT,HOMEIMPROVEMENT,12.21,0.1,685,Yes,25,73068,7600,4,0
male,High School,2,RENT,VENTURE,10.0,0.09,564,Yes,26,81253,7600,4,0
female,High School,1,MORTGAGE,DEBTCONSOLIDATION,6.99,0.1,611,Yes,24,70252,7000,4,0
female,Associate,2,RENT,VENTURE,13.23,0.1,640,No,25,74921,7600,4,1
male,High School,4,MORTGAGE,PERSONAL,11.01,0.14,533,Yes,26,70140,10000,4,0
male,Master,3,MORTGAGE,HOMEIMPROVEMENT,5.42,0.09,635,Yes,24,70564,6000,4,0
female,Master,1,MORTGAGE,DEBTCONSOLIDATION,5.42,0.04,663,Yes,24,70487,3000,4,0
male,Associate,0,MORTGAGE,EDUCATION,6.92,0.06,638,No,21,70565,4500,4,0
male,Bachelor,3,RENT,HOMEIMPROVEMENT,12.61,0.08,644,No,24,93041,7600,2,0
male,High School,0,RENT,VENTURE,11.71,0.11,651,No,23,69268,7650,4,0
female,Bachelor,4,MORTGAGE,PERSONAL,6.92,0.04,631,No,26,70667,3000,4,0
male,Master,1,RENT,PERSONAL,15.33,0.1,641,No,25,79153,7675,3,0
female,Associate,0,RENT,EDUCATION,5.99,0.26,588,No,22,29178,7700,2,1
female,Bachelor,6,MORTGAGE,EDUCATION,15.28,0.08,581,No,24,63488,5000,4,1
male,Associate,7,RENT,PERSONAL,8.9,0.26,690,No,25,29878,7700,3,1
male,High School,2,MORTGAGE,EDUCATION,13.43,0.11,671,No,24,70440,8000,4,0
female,Master,0,MORTGAGE,VENTURE,7.29,0.06,581,Yes,22,70536,4000,3,0
male,Master,4,RENT,PERSONAL,16.77,0.21,647,No,23,36732,7700,4,1
female,Master,0,OWN,EDUCATION,14.83,0.14,632,Yes,22,70567,10000,2,0
male,High School,0,MORTGAGE,MEDICAL,6.54,0.16,645,No,22,70461,11050,4,0
female,Master,0,MORTGAGE,MEDICAL,7.14,0.12,670,Yes,25,70666,8500,3,0
